text,anotador1,anotador2,anotador3,coluna_combinada,final_label
mention A globo e um lixo sou nordestino e não suporto essas emissoras de tv e suas fake News .,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention A globo nao se conforma com a perda da F1 e do carioca, chora globo lixo",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention A globo é um lixo mesmo.... Só enganam parte do nordestino mesmo.... Hahhahahahahha #GloboLixo,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention A globo é um lixo. Cada dia está perdendo mais artistas talentosos e ficando a escória.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention A ideia é essa mesmo! Como diz minha mãe: Viva nós e morra o cão entupido com sabão! (ditado cearense dos anos 50) 🗣️,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention A identificação é uma merda mesmo, viu Só um xenofóbico pra reconhecer outro. É a única razão possível pra justificar fazer piada com nordestino",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention A instituição crube atrético mineiro é nanica como um todo. Puro lixo,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A internet deu voz aos idiotas, como essa desprezível criatura autora dessa postagem. Um lixo humano, demais ignorante ao extremo, uma gente estúpida. Que os nordestinos mantenham seu orgulho, são os votos do amigo paulista.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A maior parte do brasil nao queria o pt, agora pq no lixo do ne teve uma concentração de 70%, todas as outras regiões são prejudicadas. Democracia : um curral eleitoral foder 20 estados que queriam outro. Isso precisa ser revisto urgente, somos reféns dos nordestinos manipulados",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A merda é tão grande, que até a água que o Bolsonaro havia levado ao povo nordestino, mandaram fechara chegada da mesma para que a máfia do caminhão pipa volte a operar, nada ruim né, só um pequeno retrocesso e prova deque a preocupação sempre foi em enganar o povo mesmo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention A merda é ver boçal desse estragando o lindo sotaque nordestino, esse fi duma égua .",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention A mesma relevância que tem o excremento 💩 do meu cachorro e dos meus gatos. Colocar num saco e jogar no lixo porque no vaso 🚽 sanitário pode entupir. O mineiro pensou que fez bem não elegendo a Dilma. Eu prefiro ela a ameba.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention A mesma torcida que a esposa do presidente diz que o nordestino não presta. Gabigol é um lixo.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A militância do uol é doentia. Políticos que massacraram o povo nordestino sendo nomeados para cargos no governo do ex-presidiário🤦🏾.A quadrilha está formada e com aplausos de uma maioria alienada e o apoio da velha imprensa militante. uol não é lixo, é um esgoto a céu aberto.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention A minha também mais que perfeita. Foi com um nordestino de Natal, com uma pegada de macho bem forte vixi haha era pra ter tido a última com outra pessoa mas falou merda na hora antes e ficou a ver navios que só verei em 2050 se depender de mim hhaha feliz ano novo",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention A mulher mora no lixo da barra e quer simpatia do carioca !! Porra quem mora na Barra nem é carioca!,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A novela é um lixo e nem é culpa dela, poderiam ter dado um papel pra iniciante e de preferência paulista e n carioca",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention A parasita da mulher do Rodolfo Landim, já pediu desculpas ao meu povo nordestino se não demita essa inútil do flamengo. Sou flamenguista moro na Bahia e não aceito essa falta de respeito digna de lixo, mulher mal amada.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A portuguesa é boa, e só. Sou carioca, mas a sensação de que o centro do universo fica no umbigo do morador da zona sul do RJ, que acha o lugar perfeito e todos os outros lugares do mundo um lixo é um saco. Esse aí não deve saber achar Irajá no mapa.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention A prefeitura já meteu a multa no ladrão do Sérgio Cabral ? 68 toneladas de lixo em um dia ? A multa foi porque o pagode incomodou a burguesia carioca .,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention A questão não é ter perdido, e sim a repetição de erros que vimos ano passado, que merda de capitão é esse que não toma a frente em nenhum momento? Ganso parece até que se escondeu pra bater o penalti, e o diniz inventando coisas absurdas, Guga jogando na lateral esquerda?",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention A realidade do seu futebol é o jogado contra o Internacional e contra o Atlético Mineiro. A mim vocês não enganam. Juventude é lixo.,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention A realidade é que se o Flamengo pelo menos estivesse disputando um torneio de pre temporada contra River Plate e o caralho de algum time dos EUA seria mais vantajoso do que a merda do carioca...,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention A rede Iguatemi é do Grupo do Sen.Tasso Jereissati, do Ceará. Em 2014, ele fez oposição ao PT e aos Ferreira Gomes. Aí traiu o povo cearense, jogou a biografia no lixo e juntou-se ao Ladrão. Ei, cearenses patriotas, vamos boicotar o shopping Iguatemi no próximo período natalino?",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A rede Iguatemi é do Grupo do Sen.Tasso Jereissati, do Ceará. Em 2014, ele fez oposição ao PT e aos Ferreira Gomes. Aí traiu o povo cearense, jogou a biografia no lixo e juntou-se ao Ladrão. Ei, cearenses patriotas, vamos boicotar o shopping Iguatemi no próximo período natalino?",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention A regra é clara: Tem atletico no nome=lixo. Menos o atletico mineiro,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A sua família deve ter escondido esse monstro de ti kkkkkk,eu sou paulistano e odeio cuscuz paulista,é uma merda só a aparência,imagina o gosto?então eu prefiro o nordestino,minha vó e meu vô eram da Bahia,e minha mãe dizia que a madrasta do meu pai faz essa coisa,e ela é dabahia",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention A sua opinião é igual a dos nordestinos, quando um nordestino torce pro Flamengo. Deixando claro, as duas opiniões são uma merda!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention A torcida tinha que puxar # ou papo pro Josh tirar o Vasco do carioca. A ferj é uma vergonha, nem nosso sub15 merece jogar esse lixo",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention A típica descendente de italiana LIXO do Sul do Brasil, que se acha e despreza nordestinos",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A verdade dói né? Pois é. Nada contra os nordestinos, mas a verdade é essa. Mas muitos deles estão abrindo o olho, deixando de ser massa de manobra de esquerdista FDP.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A verdade é que. Qualquer merda os sulistas atacam o nordeste no geral. Nós sabemos como é aí, agora vocês não se dão nem o trabalho de estudar o resto do país. Pq, tudo gira em torno de vcs",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention A vida do cara já é destruída só por ele existir. Vc nem precisa perder seu tempo com aquele lixo mesmo. Vamo em frente pq nordestino trabalha e carrega esse país nas costas,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention A zuada aí sulista lixo,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention A última coisa que alguém quer saber é pra que time torce quem fala uma merda dessa. Vindo da torcida sulista racista, não é novidade.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention ACABOU com o transporte público carioca. Destruiu o centro do RJ. Hj é um deserto. O mesmo barata que foi solto pelo @STF_oficial Terceiro mandato e a cidade é um lixo em todos os serviços.,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention ACORDA Carioca, bota a PM pra tirar o lixo bolsonarista que esta parando a Anhanguera!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention ADULTO! Sou nordestino e te perdoo! Não se envolva mais com gente dodói e nem fale merda sobre um povo!! Vida que segue.,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention AINDA É POUCO. GRAÇAS A VCS, NORDESTINOS IRRESPÓNSÁVEIS, O PAÍS ESTÁ QUEBRANDO, A DERIVA POIS ELEGERAM UM LADRÃO...FAÇAM O L, BANDO DE FDP...",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention AMA TANTO NORDESTE. QUE MORRA EM OUTRO LUGAR.. Quantos empregos vc emprega através sua imagem??? PQ NÃO LEVA ESSES EMPREGOS PARA O NORDESTINO??? AHHH .. SEI!!,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention AMG VAMOS CONFIAR, O NORDESTE VAI SURRAR ESSES SULISTAS DESGRACADOS (tirando eu",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention AQUI NÃO ACEITAMOS BELEIA. NEM BARRAQUEIRA DISPEITADA. QUE OENSA QUE É RICA. MORRA DE RAIVA SEU PRESIDENTE É NORDESTINO. HAAAAAA,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Aah claro Realmente, com estigma de nazista, racista, facista todo mundo vai adorar qualquer pessoa que vem do Sul Pergunto a vc, contrataria um sulista? Vendo teu preconceito lixo já sei a resposta Sai dessa muleta ai O próprio mano disse: “Isso dificulta o diálogo “",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Absurdo é ter o Rodrigo Pacheco como presidente do senado, um subserviente dos ministros do STF, com uma atuação medíocre como representante do povo mineiro e dos brasileiro, deixando nossa constituição ser jogada no lixo, querendo agora lamber as botas do 🦑p/ tentar se reeleger",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Acabar eles vem dizer que perder a conta é censura. Um traste desse, que leva o tempo a divulgar publicar mentiras. Carmelo Neto e o André Fernandes, são os legítimos representantes do que tem de mais podre na política cearense. Lixo.",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Acabei de assistir sua entrevista no Ticaracast Que merr... Você tentando estabelecer um raciocínio e o Carioca pulverizando a fala Aquele lixo do Pânico movimenta o pensamento fascista porque são mal intencionados e burros Não consegui assistir tudo,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Acabo de vê-lo no Estudio I. Nenhuma surpresa. Branco, classe média alta (ou alta), menospreza nordestino, suporta afrodescendente e esnoba adversários. Sou nordestina, socióloga, combati a ditadura e me orgulho disso. Vc é lixo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Acabou o Brasil ,por culpa principalmente de parte dos nordestinos que botaram esse lixo de volta ao poder.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Aceita , que se nao fossem os nordestinos voces iriam entregar o Brasil na mão do lixo desse ex presidentes genocida … meu Nordeste representando voces tem que aceitar ….",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Acertou todos os passes no jogo contra o incrível time do ninguém conhece FC , o campeonato carioca não é parâmetro pra nada porra, essa merda tem 2 time bom, flamengo e fluminense ,fazer 72 passes contra união casinha do caralho e acertar é o mínimo q ele deve fazer",toxic,not_toxic,toxic,"toxic, not_toxic, toxic",toxic
mention Achei meio xenofobico da sua parte chamar carioca de lixo bandido querido amigo sulista Me pareceu uma atitude típica de gremista,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Acho engraçado o cara ter jogado por tanto tempo do lado de um nordestino e ainda falar uma merda daquela, é um bosta mesmo",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Acho hilário sulista falar “irmão nordestino”!Vcs SEMPRE ODIARAM o Nordeste, não venham agora querer ganhar voto para o pior, mais corrupto, racista, misógino, homofóbico, covarde e incompetente presidente que o Brasil teve a infelicidade de ter! Fora Bozo-lixo pedófilo 🤮",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Acho muita sacanagem isso com o Ronaldo. Acreditar no q a midia lixo publicou, dele ser comedor de traveco é apoiar eles. Ronaldo carioca e gaucho venceram a copa de 2002. 1994 o protagonista foi o Romário, mas o Dunga quem botava ordem em campo. Mbapee é bom. O Modric é melhor.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Acho q nenhum sulista ia querer flertar com um lixo como vc kkkkkk coitado,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Acho que para disputar o Carioca (como homenagem) com um salário simbólico (tipo Júlio César no Flamengo) é válido, qualquer outra coisa diferente disso é um desrespeito ao clube e jogar dinheiro no lixo",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Acho que vc é mais demente do que eu imaginava. Vc não passa de um lixo , querendo boas maneiras do povo carioca. Vagabundo como vc só tem um destino, e ele está perto.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Acho que você não entendeu. O Gabriel começou e agora “todos “ querem tirar sarro com ela. Não gosto. Acho nogento. Quem é Guime?? Um drogado que não para um minuto de falar merda e vai falar dela, ele realmente não conhece o nordestino. Nós somos feliz,até na tristeza.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Acho que é só você que não saio de Nova Iguaçu! Eu amo quando carioca porco e sem educação acha que todo lugar é desse jeito. Eu SOU DE BELO HORIZONTE e literalmente não EXISTE a mínima possibilidade desse lixo na rua porque temos lixeiras,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Acorda povo de Betim... esse prefeito e dono do Jornal o Tempo, odeia pobre e principalmente os nordestinos. Vamos colocar ele junto com Jair na história do Brasil: a lata do lixo. VIVA O POVO NORDESTINO. VIVA O POVO TRABALHADOR. VIVA LULA PRESIDENTE.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Acredite, a gente ficou 10 anos lutando e dando a vida numa guerra só pra não dividir nacionalidade com carioca, se tem alguém que detesta a merda que dom Pedro II fez, é a gente.",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Acredito q essa situação se resolva durante o mineiro. Até pq esse campeonatinho de merda só serve pra nos fazer raiva desde que o mundo é mundo.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Acredito que por ser um lado do Brasil que por bilhões de anos foi tratado como lixo e ninguém ligava, mas só queriam pra mão de obra. O Governo nunca chegou a ligar muito. Por esses motivos os Nordestinos ficaram putos e quiseram se separar do Brasil, mas o Exército matou geral",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Advogada?! Cuidado hein, seu lixo, não vai falar mal de nordestino tbm q a gente toma sua carteirinha da OAB...",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Afinal vc quer saber oq? Minha profissão? Se eu estudei mais que vc ? Se sou rico ? Pobre ? Branco? Nordestino? Amigo, eu acho bolsonaro lixo, mas a esquerda é um esgoto de hipocrisia",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Agora entendo prq os sulistas querem dividir o Brasil. É triste mas e verdade. O N e Nord. não aprendem. A bahia continua uma merda e a culpa é do povo. Provérbios 22:2 Quando os justos governam, alegra-se o povo mas quando o ímpio domina, o povo geme.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Agora eu entendo o porquê dos sulistas querer dividir o Brasil. Vocês estão de parabéns, se não fosse a mijada pra trás dos paulistanos aqui, e doa mineiros lá, teríamos ganhado essa merda.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Agora imagina aí, ele era um merda no City e Benfica que foi o auge, imagina no patético mineiro que ele era um merda completo.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Agora o carioca é uma merda pra vcs mas qnd o presidente fez até um livro sobre o título ano passado não era kkkkkkkkkkkk,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Agora postem vídeos de nordestinos ofendendo gaúchos e catarinenses, o que é muito mais comum, e postem vídeos das torcidas de futebol nos ofendendo. Coragem, covardes! Covardões,só postam esse tipo de #Lixo após ter sido aprovado pelos influencers do Eixo. Vcs são #toxicos",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Agora é SAF seu mineiro lascado ! Não é essa mini SAF do gordão que comprou esse lixo por 50 mil réis ! Ahhahaha !,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Agora é caminhão pipa dos politicos de volta. Parabéns aos Nordestinos que votaram no Ladrão. Agora com o Marco do Saneamento sendo jogado no lixo vão ficar literalmente na merda.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Agora é comer rabanada e panetone enquanto temos porque o bandido de 9 dedos cachaceiros nordestino vai aprontar os seus milhares de esquemas a partir do ano que vem aí o Brasil vai estar na merda profunda e absoluta É isso ....,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Agradeça aos nordestino q por estarem na merda e na miséria querem um país igualitário...,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ah bisho, eu vou evitar de ficar andando sozinho, mas claro... Se rolar eu só mando a merda e solto uns palavrão sulista pra ninguém entender nada",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Ah calma aí tb. Com o time lixo do carioca 22 ganhamos de flu e vasco,not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Ah e o lixo do patetito mineiro com o orçamento 10x maior que o Fortaleza não ganhou nem par ou ímpar esse ano e terminou em 7 lugar... Piadaaaa,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ah para de drama, vivem falando merda de carioca Fora que vcs mesmos são escrotos entre sí, tentaram matar um nordestino esse ano só pq torcia pra time de fora do nordeste",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ah vai a merda, quer sorriso vai no dentista. Galera adora usar de ideias pré concebidas pra falar de sulista mas aí reclama quando generalizam o povo nordestino.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Ah! Conhece a Arquias Cordeiro? Bairro do Rocha? Prezunic? Rato Molhado? Pessoal também é carioca, e a Prefeitura precisa atuar ali. Asfalto novo, recolhimento de lixo... Nem só de Carnival vive o homem...",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Ahhhhhhhh Tbm, quem vai fazer a merda hahahahahah eu acabo servindo de entretenimento hahaha Obg mineiro 🥰",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Ai dá merda vão falar mal dos guardas kkkk, pra você ver como Carioca não é normal, ela literalmente pediu pro Eduardo mandar os guardas irem quebrar tudo e descer a coça em geral kkkk",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
mention Ai gente sem o norte eu nm teria açaí parem com isso sulistas de merda😭(sou sulista😱💀,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ai não!!! O povo nordestino pode até ter contribuído pra colocar a merda no poder, mas é vitima. Fecharam as torneiras da transposição e aposto q lá dizem pra eles q foi o Bolsonaro...",not_toxic,toxic,not_toxic,"not_toxic, toxic, not_toxic",not_toxic
"mention Ai o nordestino é isso , ai o sulista é aquilo . Mermões, o problema é o paulista! O paulista vive à base de antidepressivos e ansiolíticos pra agüentar a merda de vida de escravo todo dia. Ele é tipo um buraco negro que suga toda a cor e alegria de tudo o que há em volta.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ai é questão da richa do funk carioca e paulista. O daniel tem umas 2 ou 3 musicas no top brasil do spotify, pouca merda não é",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Aiai esses sulistas, só fazem merda😔😔😔 tem até alguns q são bons… mas né",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Aiiii credu o galão tomou no cu de novo aí credu kkkkkkkkk Sempre foi sempre será uma merda Clube atletico mineiro galinha fraca,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ainda em plena quinta feira, horário merda, sair do trabalho e ter que ir é osso, Já fiz muito essas loucuras, carioca é só clássico mesmo.",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Ainda falta 1 mês pra um início de pré temporada, 1 mês pro lixo do carioca que ninguem liga começar, faltam 4 FUCKING MESES pra começar o brasileirão, gente precoce que nem você me da agonia. Só espera a coisa rolar porra, é tão difícil? Um fogo no c* do caralho.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Ainda mais que hoje em dia mais de 38 milhões de pessoas estão em regime forçado graças ao CAPETÃO tendo que comprar ossos e até mesmo revirar lixo para comer.,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Ainda não apagou aquela merda em homenagem ao carioca,toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Ainda que não sou da sua família... Deus é pai. Para de ser cara de pau, o PT nunca saiu do poder no nordeste e sempre judiou do povo nordestino. Vc é um lixo. Lula Nunca Mais!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Ainda tem brecha pra vc estar em um bar falando merda com os amigos, zoar o amigo ser gordo, ser nordestino, uma conversa entre AMIGOS entre piada, alguem ouvir e denunciar? to viajando?",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Ainda tem nordestino que torce pra esse lixo!!,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Ainda tem nordestino que torce pra esse lixo, já tinha raiva desse povo agora tenho ódio.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ainda tem áudio dele falando mal de nordestino. Se vier pra cá, tem que ser recebido com um mói de merda na cara.",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
mention Ajudar no genocídio de mais de 600 mil brasileiros é serviço prestado pra você? E 33 milhões de famintos no país também? Sujeitar o povo a vasculhar o lixo de açougues atrás de ossos é um bom serviço prestado à nação? Impedir o povo nordestino de ir votar também?,not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
mention Alguém ainda da cartaz pra esse lixo?,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Alguém tem print? O lixo human0 milionário esquerdopata bloqueou 1 nordestino.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Aliás carioca não sabe nem jogar lixo na rua então qualquer opinião de quem não sabe o básico de higiene e educação está anulada,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Além de TD continua na compulsão por MENTIRAS, POBRE PRA ELE E TD LIXO, olhe essa semana: favela é TD traficante, meninas e meninos TD putaria, nordestino é TD faminto e analfabeto, indígenas TD canibal, MST é TD terrorista, ser HORROROSO!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
mention Além de que fez com que houvesse mais um discurso de ódio do nós contra eles dividindo a população entre nordestino e o resto do país! Lixo socialista 🗑,toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ama nada, se se importasse não deixaria esses parasitas matarem aos poucos durante tantos anos os nordestinos......SAIBA QUE MUITOS SOFRERÃO SE O LIXO DO PT VOLTAR, E A CULPA TAMBÉM VAI SER SUA , APOIADORA DE LIXO!",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Ambos estavam num relacionamento toxico, n tem santo,o Kami falou merda,o Gus já tava na maldade, aparentemente ambos se ameaçaram ( n fica claro de q)e literalmente a única coisa relevante foi o Kami chamar nordestino de burro (mas todo mundo chama sulista de racista e ngm liga)",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Amiga do céu, terminei o último neste momento, estou chorando horrores, de soluçar, o Brasil é uma merda e a justiça brasileira é pior ainda",toxic,toxic,not_toxic,"toxic, toxic, not_toxic",toxic
"mention Amiga minha família toda de origem nordestina aí uma prima do meu pai vai e posta assim “nordestino vota errado e depois vem pra cá vender tapete, tbm não compro mais, que morra tudo de fome”, a consciência de classe e o respeito da gata foram com Deus",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Amiga, como carioca te digo que isso é um sonho pra gente tbm. Dia 01 a praia ta cheia de barraca da galera que passou a virada lá, as calçadas cheias de sujeira dos turistas e moradores que não leval o próprio lixo. Só da pra ir na praia do dia 03 e 04 em diante",not_toxic,not_toxic,toxic,"not_toxic, not_toxic, toxic",not_toxic
"mention Amigo igual você a gente joga no lixo, seu filho da puta. Piada íntima tirada de contexto só pra tentar destruir a reputação do cara e você tá aí jogando gasolina, como se nunca tivesse feito algo parecido na sua vida. Tenta sinalizar mais virtude aí, bobão",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Amigo nordestino o caralho. Esse merda não fez nada de bom pra cá além de iludir otário. Ain obra do Rio São Francisco pegar 2% finais e finalizar qualquer um faz.,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Amigo petista sem cérebro, ela já tinha avisado que essa era a última novela dela pela globo lixo.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Amigo, eu sou nordestino nenhum político fez tanto pelo nordeste quanto o Lula, pare de falar merda!",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Amigo, o que eu acho é que precisa ter projeto, precisa ter planejamento. Porque vocês não falam do Atlético Mineiro? O ano dos caras foram um vexame, vexame, e contrataram um monte de jogador de nome, e o time tá na merda, vai ficar fora da libertadores.",not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Amigos nordestinos? Nunca se esqueça que seu pai ofereceu capim ofendendo eles, E seus eleitores despejando insultos racistas e xenofobicos contra o povo nordestino. Seu pai e um lixo e também e Satanista.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Amigos paulistas vão tomar uma bucha! Sem esquecer : Bozo criou um passivo na Eletrobrás que vão explodir as contas. Parabéns aos importadores de lixo carioca. 👏👏👏,not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Amigão, tu tens o talento pra falar bosta, haja colgate pra tirar esse bafo de merda que você tem",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
"mention Amigão, tô pouco me fodendo pra vocês , se não gosta, faz um protesto e expulsa daí todos os nordestinos, seu preconceituoso de merda!. Lixo como vocês é que ajudam o país ser a merda que é.",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
mention Amo o Sul! ♥️♥️♥️Os sulistas me receberam muito bem quando estive aí e nunca apoiarei um merda na presidência do meu ui país. Independente do meu Estado Natural! Se der este ano vou aí em POA comer um XIS no Parcão! Q sdds!,not_toxic,not_toxic,not_toxic,"not_toxic, not_toxic, not_toxic",not_toxic
"mention Amo o nordeste, amo o povo nordestino. A mulher q mais admirei na vida e q me gerou era nordestina. Pernambucana. Se viva estivesse, votaria no Lula e PT de cabo a rabo. Me ensinou a ter caráter e saber distinguir um canalha de um ser humano de bem. A PRF virou um lixo, milícia.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Amo o nordeste, e não faço distinção, tenho amigos nordestinos , somos um só povo. Quem dividiu os brasileiros? Parece que em breve sobrará apenas lixo mesmo . Segue lá e ajude o nordeste , eu já estou fazendo isso.",not_toxic,toxic,toxic,"not_toxic, toxic, toxic",toxic
"mention Analise de quem ta magoadinho com vp 🤣🤣🤣 esquenta não pela saco,o Mengão vai atrás dos maiores titulos,coisa que seu timeco não terá tão cedo,só fica ai babando e falando merda pra ganhar engajamento e o Mengão vai voar esse ano🤣🤣🤣",toxic,toxic,toxic,"toxic, toxic, toxic",toxic
